node_id,deliverytype,resourcetype,province,isp,bw,nattype,dialtype,device_type,os,corenum,memtotal,totaldisksize,hdddisksize,ssddisksize,systemdisksize
1e0fcd16a149f1b69e53d7bcec3bb235,idc,dedicated,吉林,移动,5000.0,,,,,,,,,,
2637b4d27acb0bb91d5da1e3862a2008,aggregation,aggregation,湖南,移动,880.0,,,,,,,,,,
14c09563c4c9e26d1965e817195ca9d7,idc,dedicated,天津,移动,5000.0,,,,,,,,,,
1ec0fe15a2c9c509e406615a3ad5485c,idc,dedicated,湖北,联通,10000.0,,,,,,,,,,
26b9612bace35d69da28ad07f012df1a,idc,dedicated,辽宁,联通,5000.0,,,,,,,,,,
251b8b7396c7ed8c63f2a21810d884c4,idc,dedicated,湖北,电信,10000.0,,,,,,,,,,
1e12af3948175774ed7706c33b6edf0e,idc,dedicated,山东,移动,6250.0,,,,,,,,,,
282c470a4d7b933313ae2da6bfa87f14,aggregation,aggregation,江西,移动,2000.0,,,,,,,,,,
26929f3976c1df9fdd92e934fbe414af,idc,dedicated,黑龙江,联通,6000.0,,,,,,,,,,
177e2755d6a73bc13128a99616d59cd3,aggregation,aggregation,陕西,电信,400.0,,,,,,,,,,
27d1fa00a236910c596f452e85b301d9,aggregation,aggregation,上海,移动,220.0,,,,,,,,,,
28920fc012e4efc7705f222578429b0e,aggregation,aggregation,陕西,移动,220.0,,,,,,,,,,
1fd5b1ee4ee7de0d5085f0cc0c4e8613,idc,dedicated,江苏,移动,7000.0,,,,,,,,,,
1cb0494a83e2c7513a461c6fb0f616f8,aggregation,aggregation,贵州,联通,1500.0,,,,,,,,,,
1e2ff6038c421a05901e6115d14b2555,idc,dedicated,湖南,移动,6000.0,,,,,,,,,,
23495a2f3aa75c2d14d56a5625abda4a,aggregation,aggregation,北京,移动,150.0,,,,,,,,,,
17b6cb415d080574abbdbeab786bd9a7,idc,dedicated,天津,移动,6000.0,,,,,,,,,,
2223b1f1afb383b65945e9867ab60b27,aggregation,aggregation,云南,移动,360.0,,,,,,,,,,
1a4cfe597002674dbf4e4da2ecbf9000,idc,dedicated,青海,移动,5000.0,,,,,,,,,,
35c5bc2903d26e7b0297b68f5452dc40,idc,dedicated,湖北,电信,6000.0,,,,,,,,,,
3b9260942e5b249902e37f649531e073,idc,dedicated,山东,移动,10000.0,,,,,,,,,,
2e52e916185dffb82a130d7c131b3d91,idc,dedicated,江苏,电信,3000.0,,,,,,,,,,
3232b8c206977fa4bd842b47155921a0,aggregation,aggregation,四川,联通,1000.0,,,,,,,,,,
35fabccef4120739dd102611e6381f82,idc,dedicated,天津,移动,5000.0,,,,,,,,,,
2d9f59c138d3c8768252c3b70b4c4b08,aggregation,aggregation,四川,移动,150.0,,,,,,,,,,
3b2722377a43f68f110bc7d65857f0fe,aggregation,aggregation,贵州,移动,1000.0,,,,,,,,,,
32659ff51ec90773721140caebb864fd,aggregation,aggregation,北京,移动,150.0,,,,,,,,,,
30902e3e5ba50c8832ccd447155e4531,aggregation,aggregation,河北,电信,4000.0,,,,,,,,,,
379fefbfe3198b6f91da0c0b477217d6,idc,dedicated,安徽,移动,5000.0,,,,,,,,,,
2bedfd273a341220f457b34149ddb69b,idc,dedicated,黑龙江,联通,5000.0,,,,,,,,,,
38ab1567b017f299ef4347571e76599d,aggregation,aggregation,湖北,移动,4550.0,,,,,,,,,,
312b172a4b848df3a388d84395bb5f63,idc,dedicated,内蒙古,移动,10000.0,,,,,,,,,,
37f125d65e4461e1a21ac44be42c2182,aggregation,aggregation,四川,移动,980.0,,,,,,,,,,
2f6941eefc9edaa79538f5346f846e53,idc,dedicated,黑龙江,联通,10000.0,,,,,,,,,,
38ff2638704f8e694cae2c5ddc6528f4,idc,dedicated,黑龙江,联通,5000.0,,,,,,,,,,
34fa19394a3007942dad57900a5f80db,idc,dedicated,辽宁,联通,7200.0,,,,,,,,,,
38ad8c663b22e2cb234a24606a35e9ae,idc,dedicated,山东,联通,6000.0,,,,,,,,,,
3ab9fdd67bcf53aa01cfda1733c75ac8,idc,dedicated,湖北,电信,6000.0,,,,,,,,,,
38f060bbc3914145f280e157832d5bc1,dedicated,dedicated,江西,移动,7500.0,,,,,,,,,,
2c43aa762bd5cd2fd3c44d849634a4b5,aggregation,aggregation,广东,联通,200.0,,,,,,,,,,
2ea08de9ed33daabaf6d8c855285f48a,aggregation,aggregation,北京,联通,1680.0,,,,,,,,,,
29f56cb230cf579923ecf7d7acdd855b,aggregation,aggregation,吉林,移动,5400.0,,,,,,,,,,
3c333b3335626f1e6a05449ed32547cc,aggregation,aggregation,北京,移动,150.0,,,,,,,,,,
3136f91554dd22a2df464243266702be,aggregation,aggregation,山东,移动,2000.0,,,,,,,,,,
4ee0b0e3c129aec4e26b7fc70d37c8c3,idc,dedicated,山西,移动,5000.0,,,,,,,,,,
43a46b9da7ceeb5bface66065b1a9c90,aggregation,aggregation,四川,移动,1800.0,,,,,,,,,,
4ae0f8ccc011fda97c214d58ac891c65,idc,dedicated,江苏,电信,5000.0,,,,,,,,,,
46332d08e192741da0b8b11fd217f8d2,aggregation,aggregation,辽宁,联通,1000.0,,,,,,,,,,
4443df326990d961446a2f8da1fe0ce0,aggregation,aggregation,重庆,移动,500.0,,,,,,,,,,
44b56923a13dc981493dc7f437c726bf,idc,dedicated,天津,移动,7000.0,,,,,,,,,,
4508ed9a61104cc9a370f27af74bdb3b,aggregation,aggregation,福建,移动,150.0,,,,,,,,,,
43e9f24a226d73914883094db7beda4c,aggregation,aggregation,辽宁,移动,1500.0,,,,,,,,,,
3d6694abc2c973efae62762208249151,aggregation,aggregation,新疆,移动,2500.0,,,,,,,,,,
3ddb68a4df787fb2fe69699e868980f4,aggregation,aggregation,北京,移动,150.0,,,,,,,,,,
480b700edda8bc1a1d3b7fe802191df1,idc,dedicated,江苏,电信,5000.0,,,,,,,,,,
44398c711e8c5c307a0f19f3442185ce,idc,dedicated,江苏,移动,8000.0,,,,,,,,,,
3e263fd7f20b2d28c4966007f288d151,idc,dedicated,山东,电信,7000.0,,,,,,,,,,
43c63982b03aac7e0690f9383df5db4b,idc,dedicated,黑龙江,电信,10000.0,,,,,,,,,,
3d41e0f392667050c87d18eba9835f06,idc,dedicated,天津,移动,6000.0,,,,,,,,,,
4792ae7d4b808453df8e05917f6fda8f,aggregation,aggregation,四川,联通,300.0,,,,,,,,,,
3d813c25f0ae23ab0ee9b84d5e1f7217,idc,dedicated,江苏,电信,2000.0,,,,,,,,,,
4d953c36e6b2ae11f60e05cb8653db75,idc,dedicated,江苏,移动,5000.0,,,,,,,,,,
4c6bfbc08746e4b1ebbb9982558ac081,idc,dedicated,江苏,移动,7000.0,,,,,,,,,,
48915e12b5ecaa66f901ff340210fa4e,aggregation,aggregation,四川,联通,300.0,,,,,,,,,,
42fe031249ab7b524d9e8e3cc17faba0,aggregation,aggregation,内蒙古,移动,280.0,,,,,,,,,,
4edb08587110919d15f57be7df8c319b,idc,dedicated,江苏,移动,10000.0,,,,,,,,,,
3f02c9587e35ade357914be1af48ab5c,aggregation,aggregation,云南,移动,1100.0,,,,,,,,,,
485be77ab7efd73bc77ccb0a1d6d0d19,aggregation,aggregation,重庆,移动,500.0,,,,,,,,,,
462eaba862ba050307f479741a350df6,idc,dedicated,上海,电信,5000.0,,,,,,,,,,
58869a415f21d1d3fa92449807d590f6,idc,dedicated,辽宁,联通,1000.0,,,,,,,,,,
614a42b8d738f3112f45f8f94de7aec4,idc,dedicated,湖南,移动,5000.0,,,,,,,,,,
58913f098bc28f19f4db9f26fca4c201,idc,dedicated,江苏,移动,5000.0,,,,,,,,,,
65b11d6eec8aa3cb9b0b7ef4da143b00,aggregation,aggregation,北京,移动,220.0,,,,,,,,,,
5ba3e8f1aaa0689ea17bdf9f5aceb1a7,aggregation,aggregation,内蒙古,移动,560.0,,,,,,,,,,
5c1c4559acdac8eec54eb07e4c59e4fa,idc,dedicated,辽宁,联通,5000.0,,,,,,,,,,
57228e6360c2361dfa190bccbd212c03,idc,dedicated,贵州,电信,5000.0,,,,,,,,,,
5326738943cd4aa8b0d487ad0772706a,aggregation,aggregation,山西,联通,2100.0,,,,,,,,,,
550c9e66fea8d228e6fbe64ba7684f8f,idc,aggregation,广东,移动,2720.0,,,,,,,,,,
55018ae95744b011550637212515f091,aggregation,aggregation,四川,联通,300.0,,,,,,,,,,
58401b1e8d57ebcbaf106afb5f4cb94f,aggregation,aggregation,北京,移动,220.0,,,,,,,,,,
535e048030d25f8a847b3b13a49981cb,idc,dedicated,河南,联通,5000.0,,,,,,,,,,
57fbe6404cb396fd395db65736366136,idc,dedicated,湖北,电信,5000.0,,,,,,,,,,
5b29142d267dab954929aa7dbc54b413,idc,dedicated,辽宁,移动,3000.0,,,,,,,,,,
5c4fa4d9feaa9fefb2913fefdf495c95,idc,dedicated,黑龙江,联通,10000.0,,,,,,,,,,
5b9a98b07f6b9716c8349fed9d9ed890,idc,dedicated,山东,联通,5000.0,,,,,,,,,,
6224750e0418c6a282d487630c7435e3,idc,dedicated,河北,电信,3000.0,,,,,,,,,,
658aadcea5ad8cb80c98a48e322fec70,idc,dedicated,山东,移动,7000.0,,,,,,,,,,
550a6bef31af20652536cb1c599ad91d,,,,,120.0,,,,,,,,,,
51e57e876d8bfe5eebc0a9b3e347ed16,aggregation,aggregation,江苏,移动,220.0,,,,,,,,,,
5f10cff02239e38707aa3f052af0e11d,aggregation,aggregation,广东,联通,800.0,,,,,,,,,,
56f56e9314b13142d02057e72d975d77,dedicated,dedicated,湖北,移动,3000.0,,,,,,,,,,
5dc5669f733bcfc2f36101ae3d0e14b6,idc,dedicated,山东,移动,5000.0,,,,,,,,,,
56293ee07c28e40d820cbff85df41ba1,aggregation,aggregation,贵州,联通,2150.0,,,,,,,,,,
62f7bfb9460a529788d2c54d572860da,idc,dedicated,山东,电信,5000.0,,,,,,,,,,
6228fd8f5f3a11533b131b6f86765abb,dedicated,dedicated,福建,联通,1000.0,,,,,,,,,,
60abc373c6f2293b17e8758b174c3c15,aggregation,aggregation,福建,移动,150.0,,,,,,,,,,
60207d5c83e528a1a7b41ecf7918bc92,aggregation,aggregation,江苏,移动,600.0,,,,,,,,,,
58e4a45cabbd37d4d441c749eca906cd,idc,dedicated,浙江,移动,5000.0,,,,,,,,,,
5b2f2f5539c8568b88a4a759ec960396,idc,dedicated,广东,移动,10000.0,,,,,,,,,,
636f3ac26ece72e38b00360f4b47921e,idc,dedicated,江苏,移动,6000.0,,,,,,,,,,
5304a5e70113e99ffeda23cd089f5c56,aggregation,aggregation,四川,移动,1100.0,,,,,,,,,,
64eac81d00d9ac1e79781eee24dc6ff6,dedicated,dedicated,湖北,联通,4800.0,,,,,,,,,,
5e0ebe33ff7e7fef192cf48694c8aef9,idc,dedicated,黑龙江,联通,8000.0,,,,,,,,,,
6ce0170832708ee952ca9e2bdecfcedf,aggregation,aggregation,江苏,电信,300.0,,,,,,,,,,
71b5ace3fc2bd462422359049e08ee3f,aggregation,aggregation,内蒙古,移动,560.0,,,,,,,,,,
6f009df26abeae197b5bffce1c74d0e2,idc,dedicated,北京,联通,8000.0,,,,,,,,,,
746685866d68738af498e6ba43e259a1,aggregation,aggregation,上海,联通,300.0,,,,,,,,,,
6ac5570bee6289a0176058d1dfcfc4af,idc,dedicated,广东,移动,3000.0,,,,,,,,,,
7906d9420483ed3adc41b3884af0d502,aggregation,aggregation,河南,移动,3900.0,,,,,,,,,,
750f28061ae8838705decc0e2971f93a,idc,dedicated,江苏,移动,8000.0,,,,,,,,,,
669f446e9c5fbeb2e14fe1053d392243,idc,dedicated,浙江,移动,6000.0,,,,,,,,,,
72cf6863ecc0bb9fa97299663166dff5,aggregation,aggregation,辽宁,联通,1000.0,,,,,,,,,,
7364733e43130da83cb26168b4dab2e3,aggregation,aggregation,山东,联通,780.0,,,,,,,,,,
70d49194ab830d720b71c26e5575ce39,aggregation,aggregation,吉林,移动,5400.0,,,,,,,,,,
745f365c0ed5aa8e37d75cd79931d5d4,aggregation,aggregation,河南,移动,1800.0,,,,,,,,,,
77db17cbc94b26981a44cc7f5166318a,aggregation,aggregation,山东,移动,220.0,,,,,,,,,,
681db4d666acf3e0321cf0f110d67a18,idc,dedicated,辽宁,联通,5000.0,,,,,,,,,,
70e386088930be56e57c5a3e6e133549,aggregation,aggregation,四川,联通,1000.0,,,,,,,,,,
73aef130ff6bc0b47f71407677b93caf,idc,dedicated,浙江,移动,10000.0,,,,,,,,,,
6d9285d69d3c7fca6257913c99a618d9,dedicated,dedicated,辽宁,电信,1500.0,,,,,,,,,,
69b88dcf73ab520f03f851be835d14b7,idc,dedicated,黑龙江,联通,3000.0,,,,,,,,,,
6aa2c108f4085d6f76e6066d95a62496,aggregation,aggregation,河北,电信,4000.0,,,,,,,,,,
6af03b8af83f412d8b35edd01d34650c,aggregation,aggregation,辽宁,移动,2000.0,,,,,,,,,,
6634fe12330822e4e24e4ae34ad3e490,aggregation,aggregation,江苏,电信,805.0,,,,,,,,,,
6da86dbc7cd87a03a6f4fce6dbfdb4d7,aggregation,aggregation,四川,移动,1350.0,,,,,,,,,,
6e972fc3bfcb9969dba2286d84663163,aggregation,aggregation,四川,联通,2150.0,,,,,,,,,,
67902808b48afdb4f0e4e269c72cf4e0,aggregation,aggregation,辽宁,移动,600.0,,,,,,,,,,
6b9936f1c0fcbcbecfe217fa60d54b77,idc,dedicated,河南,联通,7000.0,,,,,,,,,,
6fcd778e51c060e1d7d0974534f88ffc,idc,dedicated,浙江,移动,5000.0,,,,,,,,,,
6dc83d6c9e3dbe8e9f21ce4f652dea46,aggregation,aggregation,浙江,电信,500.0,,,,,,,,,,
774f5e47d86bb967e7866698c8d556f6,idc,dedicated,浙江,移动,6000.0,,,,,,,,,,
6e1d745946d628a37df6dc8b209a9490,aggregation,aggregation,四川,移动,220.0,,,,,,,,,,
7273e14009b719096f7f53ad6e7eba5f,idc,dedicated,江西,移动,2400.0,,,,,,,,,,
67ccb1b457ba3557f66c3221439ded22,idc,dedicated,湖南,电信,4000.0,,,,,,,,,,
6edfc1f5e55fd7a1bbed95c3bbda6427,dedicated,dedicated,辽宁,联通,4000.0,,,,,,,,,,
77c3f496021d73717d497298bed1120d,aggregation,aggregation,黑龙江,移动,600.0,,,,,,,,,,
6e7676f1fe51b430d79f786c81029843,idc,dedicated,黑龙江,联通,4000.0,,,,,,,,,,
789d09f277e500cd2ce8330c25353432,aggregation,aggregation,北京,移动,150.0,,,,,,,,,,
693196b51700d88d411cf9a6a3ceefaf,aggregation,aggregation,江苏,电信,300.0,,,,,,,,,,
703d8d0a91c8bea572fbcc37d2a6cba6,idc,dedicated,湖南,移动,10000.0,,,,,,,,,,
82e1d993af2940af7dd1468256818c6d,idc,dedicated,黑龙江,电信,4000.0,,,,,,,,,,
8110f0426792941b3ea068179832da9c,idc,dedicated,山东,电信,10000.0,,,,,,,,,,
7d290b7bb11d53e6f53e1eccbc731682,aggregation,aggregation,四川,移动,420.0,,,,,,,,,,
7bfbb56cc1f4c3a727a4c338accdfcbe,idc,dedicated,浙江,移动,5000.0,,,,,,,,,,
8c5911afbfc0c635b4284a34669d0e7b,aggregation,aggregation,吉林,移动,5400.0,,,,,,,,,,
862b55ba96b99dde829aa3c7f2f7a41f,idc,dedicated,广东,移动,5000.0,,,,,,,,,,
86e1ff9c58280d01fae47b655272e333,idc,dedicated,辽宁,联通,5000.0,,,,,,,,,,
7c85141681dc45e87c10aa312ac2ed7f,dedicated,dedicated,江西,移动,7500.0,,,,,,,,,,
8064a158efe09adb2844d54fd06b7436,idc,dedicated,上海,电信,5000.0,,,,,,,,,,
82f1d646c202ff7985e84bf8e459cab2,aggregation,aggregation,河北,移动,880.0,,,,,,,,,,
8873c58223bbe8b19230ef99bf8f57ff,idc,dedicated,辽宁,联通,5000.0,,,,,,,,,,
838a54d37a42f22012cdb3001d15d3bc,aggregation,aggregation,湖南,移动,220.0,,,,,,,,,,
82a2c33641ef9256eb5b3f7872a43d16,aggregation,aggregation,内蒙古,移动,220.0,,,,,,,,,,
7ff9a1c7c29c8d3437f440619636c817,dedicated,dedicated,广东,移动,3600.0,,,,,,,,,,
8b6b2941edfae3f0ca89d97529c6a5ec,idc,dedicated,天津,移动,10000.0,,,,,,,,,,
7a17f94c7f191c07c54224183534002b,aggregation,aggregation,湖北,移动,500.0,,,,,,,,,,
8991c3e2f43b9e007b7604c59fec836e,idc,dedicated,广东,移动,10000.0,,,,,,,,,,
8c982feeed79b66a15596f93dc1cafd8,aggregation,aggregation,江苏,移动,220.0,,,,,,,,,,
7c8a4cbf04068fc4e1974fef7f554f36,aggregation,aggregation,江苏,电信,800.0,,,,,,,,,,
8bcd88819fbdd19a34d6e2ae5bc6909d,aggregation,aggregation,重庆,移动,500.0,,,,,,,,,,
81e1194bef222861a3e25e4442296889,idc,dedicated,陕西,联通,5000.0,,,,,,,,,,
8a54a759bfd381878f6b42d6a65b5c85,,,,,2500.0,,,,,,,,,,
8a6065b41d9691193914b07759249de8,,,,,2500.0,,,,,,,,,,
8479fd5358b6916f61a1db58f6620ffd,idc,dedicated,河南,联通,10000.0,,,,,,,,,,
9e7c8c15651416aeef148e2a11519803,idc,dedicated,黑龙江,联通,7000.0,,,,,,,,,,
8f2b56c2ab819f02f0168a447e219a74,idc,dedicated,湖北,电信,7000.0,,,,,,,,,,
962ec5d32e7e44739293210a99afe578,idc,dedicated,山东,联通,7000.0,,,,,,,,,,
8ec7a59e7283abee71265d9400110aee,aggregation,aggregation,新疆,移动,1000.0,,,,,,,,,,
8dd6aa027ce8f41268539fc2cf01df7f,idc,dedicated,山东,移动,7812.5,,,,,,,,,,
9037fcd0552ef42e571ccd2fbc83b22c,aggregation,aggregation,广东,移动,2700.0,,,,,,,,,,
988e57cc6d107fdd38e285c46df4427f,idc,dedicated,浙江,电信,5000.0,,,,,,,,,,
965350673a486f97d02b4ef69ad9c223,idc,dedicated,辽宁,联通,5000.0,,,,,,,,,,
a0d4e6fae5ffb160b3aa147b40627000,aggregation,aggregation,四川,移动,800.0,,,,,,,,,,
a04e2f85d823b3f6a2e1640636283022,aggregation,aggregation,贵州,移动,220.0,,,,,,,,,,
968d6589260e0401fd621b8c4f9a3e19,aggregation,aggregation,辽宁,移动,1500.0,,,,,,,,,,
93064fa9a6600a6eebaa306723c6c12d,aggregation,aggregation,河北,电信,100.0,,,,,,,,,,
8d9e249c57c210529b1e32005a7a19ca,aggregation,aggregation,上海,移动,150.0,,,,,,,,,,
902eed536fa55cf3f988c22a2f3cffe7,idc,dedicated,黑龙江,联通,6000.0,,,,,,,,,,
963739ed9530e6e6d7eb59d2968b39b9,idc,dedicated,江苏,电信,10000.0,,,,,,,,,,
97e19994506fc24abd16aedb551c38bd,idc,dedicated,黑龙江,联通,5000.0,,,,,,,,,,
9972c9c91e709c1eb233d255bff646f4,aggregation,aggregation,江苏,移动,150.0,,,,,,,,,,
90c96dc91e6e1ebbf0c581cc4c7a8ebe,dedicated,dedicated,江西,移动,6000.0,,,,,,,,,,
92021efff73ba13188c91a1aec5e8f39,idc,dedicated,湖北,电信,10000.0,,,,,,,,,,
904a0ca9a56ec6c6205f4be56acb9f80,aggregation,aggregation,贵州,联通,2000.0,,,,,,,,,,
95f34064fa8ac4cf1491897c9289a9d0,idc,dedicated,江苏,移动,10000.0,,,,,,,,,,
9cee34045dd12b158a7fba49543203a5,aggregation,aggregation,江苏,移动,150.0,,,,,,,,,,
913023776c02fa3ea0b87cbeab9a0e10,idc,dedicated,江苏,移动,10000.0,,,,,,,,,,
9aa0c88b20da971c7a4ab3824f9ff42b,aggregation,aggregation,四川,移动,220.0,,,,,,,,,,
8f35d103c5bf5d3d5703862364058b96,aggregation,aggregation,宁夏,移动,1140.0,,,,,,,,,,
90b604f43e305796ed2448bd3f80ccf0,idc,dedicated,江苏,电信,5000.0,,,,,,,,,,
8d5cb6bfff60c2bc7a0b9969b03ed1fc,idc,dedicated,山东,移动,5000.0,,,,,,,,,,
95b3138026dc8c05829113f7740ce169,aggregation,aggregation,四川,移动,1120.0,,,,,,,,,,
93209f7c15202a425fe218c19cbf50ae,aggregation,aggregation,河北,电信,3200.0,,,,,,,,,,
b1f0107f830807bb42644c5195ce16a3,aggregation,aggregation,辽宁,移动,2000.0,,,,,,,,,,
a6bf4e8b368304092debc8c8760ba9f2,aggregation,aggregation,辽宁,移动,2400.0,,,,,,,,,,
b1f8c7c3f014337bc81fadcbdd098480,aggregation,aggregation,北京,移动,220.0,,,,,,,,,,
aa2a78088814d5debb89b5ff8377ec7a,idc,dedicated,北京,联通,5000.0,,,,,,,,,,
b51b2cca4229085b167a9b99368901af,aggregation,aggregation,重庆,移动,220.0,,,,,,,,,,
aea059dc243490dfd693389013eeb63c,idc,dedicated,天津,移动,6000.0,,,,,,,,,,
a79a8266da62665de59ef3563a40a17a,aggregation,aggregation,江苏,联通,1000.0,,,,,,,,,,
b3dbe48e3ceff6a45c58f374b4774636,aggregation,aggregation,内蒙古,移动,480.0,,,,,,,,,,
b151520b816d65ddbae5b92ddba4f1b3,dedicated,dedicated,云南,电信,2700.0,,,,,,,,,,
ac0bda7218d7aa0af8151976ce2c652d,aggregation,aggregation,贵州,移动,900.0,,,,,,,,,,
a2f9b922f89a1742a3b03faec54da156,aggregation,aggregation,广东,电信,300.0,,,,,,,,,,
b246f53d9b6879ce3165c37b7f517aaa,aggregation,aggregation,四川,移动,1000.0,,,,,,,,,,
b09f4a52cd353fbfcec048c9d2f8dfe7,idc,dedicated,黑龙江,电信,10000.0,,,,,,,,,,
b5a0977a4ffeb636c83d75187c7dd34d,aggregation,aggregation,新疆,移动,1500.0,,,,,,,,,,
ad0242480913f9270a06b2ff01db0281,aggregation,aggregation,上海,联通,1024.0,,,,,,,,,,
b1d8a994df686330c68bf2c551e20629,aggregation,aggregation,广东,联通,50.0,,,,,,,,,,
b3c8c3dd2d57eeb9332212cda8d70cb5,aggregation,aggregation,广东,移动,150.0,,,,,,,,,,
a233604b87bb5215ebf438fcfda4f8f3,idc,dedicated,安徽,联通,8000.0,,,,,,,,,,
b0cb9818a99b830433b6169f019de258,aggregation,aggregation,山西,联通,2000.0,,,,,,,,,,
accf7a2d0fa62d764eeb06a57e9f77fc,aggregation,aggregation,湖南,移动,1000.0,,,,,,,,,,
ac796a41ad99ef612aba1e010929e97d,aggregation,aggregation,辽宁,移动,1000.0,,,,,,,,,,
b31db1e45ef0c6650600696ce2880fe4,idc,dedicated,山东,移动,10000.0,,,,,,,,,,
b3c5651f4904e124d954c29eff6d45b9,idc,dedicated,湖北,联通,5000.0,,,,,,,,,,
af0b8350d8d44c8762e7cb9d8e143a45,aggregation,aggregation,北京,移动,150.0,,,,,,,,,,
a3dab95c0a5d0f0040f582fc8efbff43,aggregation,aggregation,陕西,移动,150.0,,,,,,,,,,
a1d7807d757068d91db874e58cc98cb9,idc,dedicated,浙江,移动,10000.0,,,,,,,,,,
a55a4e3ffad41b194ae9a38bdb226157,aggregation,aggregation,上海,移动,220.0,,,,,,,,,,
a94538aad68567b1254d0aa2867ca065,aggregation,aggregation,广东,联通,800.0,,,,,,,,,,
a1d6af5f0bc386471a93d498a4452ced,aggregation,aggregation,山东,移动,410.0,,,,,,,,,,
b24b78cd3214a6907d334a504e1c5fce,idc,dedicated,湖南,移动,5000.0,,,,,,,,,,
a59171df8aec48eaec3ac4e2c96fe2aa,aggregation,aggregation,北京,移动,220.0,,,,,,,,,,
b4558fb282a0e22bb9c2b957d92c49c9,aggregation,aggregation,河南,移动,1120.0,,,,,,,,,,
af5dfa5130c3e1ae83cd625e15cfaa61,aggregation,aggregation,江苏,移动,150.0,,,,,,,,,,
a83d87f6929e7b9063cfdedb0c56a8b3,idc,dedicated,天津,移动,5000.0,,,,,,,,,,
a8a11b0d7e59b57f7fcae6dda56c4558,aggregation,aggregation,辽宁,移动,4000.0,,,,,,,,,,
a98e27c6bb37a0a2c9fe3e72ceed3345,idc,dedicated,黑龙江,联通,7000.0,,,,,,,,,,
c42fa31f17ae57349435a5d94a9e52ba,aggregation,aggregation,四川,联通,3600.0,,,,,,,,,,
c4f5ee0ff8446d78a9ab1c2293e06006,aggregation,aggregation,广东,联通,2100.0,,,,,,,,,,
bff4b7a4493025adcb9553c593924a06,aggregation,aggregation,北京,移动,150.0,,,,,,,,,,
